Rank,Name,Team Code,Nationality,Points
133,7ELEVEN CLIQQ - AIR21 BY ROADBIKE PHILIPPINES,7RP,PHILIPPINES,273
134,ASTANA CITY,TSE,KAZAKHSTAN,270
135,BIESSE CARRERA,BIC,ITALY,269
136,OLIVER'S REAL FOOD RACING,OLI,AUSTRALIA,260
137,PANNON CYCLING TEAM,PNN,HUNGARY,248
138,TEAM COLPACK,CPK,ITALY,247
139,AEVOLO,AEV,UNITED STATES OF AMERICA,246
140,PGN ROAD CYCLING TEAM,PGN,INDONESIA,241
141,FEREI PRO CYCLING TEAM,FCT,UKRAINE,237
142,HRINKOW ADVARICS CYCLEANG,HAC,AUSTRIA,222
143,AVILUDO - LOULETANO,AVL,PORTUGAL,214
144,YUNNAN LVSHAN LANDSCAPE,YUN,PEOPLE'S REPUBLIC OF CHINA,"210,25"
145,TEAM WAOO,WAO,DENMARK,209
146,TEAM FELBERMAYR SIMPLON WELS,RSW,AUSTRIA,207
147,TEAM NOVO NORDISK,TNN,UNITED STATES OF AMERICA,"200,67"
148,TEAM BRIDGESTONE CYCLING,BGT,JAPAN,"200,17"
149,GW SHIMANO,GWS,COLOMBIA,200
150,INTEJA IMCA - RIDEA DCT,DCT,DOMINICAN REPUBLIC,199
151,WALLONIE - BRUXELLES DEVELOPMENT TEAM,WBD,BELGIUM,"197,67"
152,ARAPAHOE | HINCAPIE POWERED BY BMC,AHB,UNITED STATES OF AMERICA,178
153,SHIMANO RACING TEAM,SMN,JAPAN,174
154,GEUMSAN INSAM CELLO,GIC,KOREA,"170,17"
155,HERRMANN RADTEAM,HRR,GERMANY,169
156,DC BANK PRO CYCLING TEAM,DCB,CANADA,165
157,SWIFTCARBON PRO CYCLING,SCB,GREAT BRITAIN,162
158,DRAPAC CANNONDALE HOLISTIC DEVELOPMENT TEAM,DCC,AUSTRALIA,162
159,THAILAND CONTINENTAL CYCLING TEAM,TCC,THAILAND,151
160,TEAM DAUNER | AKKON,TDA,GERMANY,146
161,HEIZOMAT RAD - NET.DE,HRN,GERMANY,145
162,P & S METALLTECHNIK,PUS,GERMANY,139
163,VITUS PRO CYCLING  P / B BROTHER UK,VIT,GREAT BRITAIN,138
164,ASOCIACIÓN CIVIL AGRUPACIÓN VIRGEN DE FATIMA,AVF,ARGENTINA,138
165,SEOUL CYCLING TEAM,SCT,KOREA,"137,17"
166,VITO - FEIRENSE - PNB,CDF,PORTUGAL,132
167,XSPEED UNITED CONTINENTAL,XSU,"HONG KONG, CHINA",130
168,ISEO SERRATURE - RIME - CARNOVALI,IRC,ITALY,128
169,MADISON GENESIS,MGT,GREAT BRITAIN,120
170,GUERCIOTTI -KIWI ATLANTICO,GUE,GUINEA-BISSAU,114
171,TUFO – PARDUS PROSTEJOV,SKC,CZECH REPUBLIC,108
172,KORAIL CYCLING TEAM,KCT,KOREA,"107,17"
173,AC SPARTA PRAHA,ACS,CZECH REPUBLIC,105
174,KSPO BIANCHI ASIA PRO CYCLING,KSP,KOREA,"104,17"
175,START CYCLING TEAM,STF,BOLIVIA,104
176,SINDICATO  DE EMPLEADOS PUBLICOS DE SAN JUAN,SEP,ARGENTINA,103
177,TEAM NOVAK,TNV,ROMANIA,90
178,MITCHELTON - BIKEEXCHANGE,MBE,PEOPLE'S REPUBLIC OF CHINA,86
179,D'AMICO UM TOOLS,AZT,ITALY,82
180,FENGSHENG SPORTS DFT TEAM,DFT,ISLAMIC REPUBLIC OF IRAN,80
181,GIANT CYCLING TEAM,MSS,PEOPLE'S REPUBLIC OF CHINA,76
182,EPM,EPM,COLOMBIA,75
183,GAPYEONG CYCLING TEAM,GPC,KOREA,64
184,BAI SICASAL PETRO DE LUANDA,BSP,ANGOLA,60
185,UD OLIVEIRENSE / INOUTBUILD,UIO,PORTUGAL,"58,67"
186,BELTRAMITSA HOPPLA' PETROLI FIRENZE,BHP,ITALY,57
187,KUNBAO SPORT CONTINENTAL CYCLING TEAM,KBS,PEOPLE'S REPUBLIC OF CHINA,53
188,TEAM SAUERLAND NRW P / B SKS GERMANY,SVL,GERMANY,47
189,LKT TEAM BRANDENBURG,LKT,GERMANY,45
190,UIJEONGBU CYCLING TEAM,UCT,KOREA,43
191,303 PROJECT,3O3,UNITED STATES OF AMERICA,33
192,EQUIPO CONTINENTAL ORGULLO PAISA,EOP,COLOMBIA,31
193,VLASMAN CT,VLA,NETHERLANDS,29
194,MERIDIANA KAMEN TEAM,MKT,CROATIA,29
195,GO FOR GOLD PHILIPPINES,G4G,PHILIPPINES,28
196,KFC CYCLING TEAM,KFC,INDONESIA,27
197,DEPRISA TEAM,DPA,BOLIVIA,23
198,MIRANDA -  MORTÁGUA,MIR,PORTUGAL,20
199,CHINA CONTINENTAL TEAM OF GANSU BANK,GCB,PEOPLE'S REPUBLIC OF CHINA,20
200,APPLE TEAM,APL,KAZAKHSTAN,17
201,WILDLIFE GENERATION PRO CYCLING P / B MAXXIS,WGC,UNITED STATES OF AMERICA,16
202,EQUIPO CONTINENTAL MUNICIPALIDAD DE POCITO,EMP,ARGENTINA,15
203,PAUWELS SAUZEN – BINGOAL,PSB,BELGIUM,14
204,L. A. ALUMINIOS / L. A. SPORT,LAA,PORTUGAL,"12,67"
205,BETPLAY CYCLING TEAM,BET,COLOMBIA,11
206,SPORT.LAND. NIEDERÖSTERREICH SELLE SMP - ST. RICH,CTN,AUSTRIA,10
207,"ASOCIACION CIVIL ""MARDAN""",ACM,ARGENTINA,10
208,OMIDNIA MASHHAD TEAM,OMT,ISLAMIC REPUBLIC OF IRAN,6
209,FUTURO - MAXXIS PRO CYCLING,FMP,AUSTRALIA,5
210,CUSTOMS CYCLING INDONESIA,CCI,INDONESIA,3
211,MUNICIPALIDAD DE RAWSON,MRW,ARGENTINA,3
212,NASU BLASEN,NAS,JAPAN,1
