Rank,Name,Team Code,Nationality,Points
59,ONE PRO CYCLING,ONE,GREAT BRITAIN,"204,75"
60,TEAM TRE BERG-BIANCHI,TTB,SWEDEN,202
61,ISD CONTINENTAL TEAM,ISD,UKRAINE,192
62,LOULETANO - RAY JUST ENERGY,LRJ,PORTUGAL,190
63,VINO 4-EVER,V4E,KAZAKHSTAN,187
64,RADIO POPULAR - BOAVISTA,RPB,PORTUGAL,184
65,D'AMICO BOTTECCHIA,AZT,ITALY,180
66,RAD-NET ROSE TEAM,RNR,GERMANY,176
67,SEVEN RIVERS CYCLING TEAM,SIL,KAZAKHSTAN,173
68,DOMIN SPORT,DOM,POLAND,169
69,UNITEDHEALTHCARE PROFESSIONAL CYCLING TEAM,UHC,UNITED STATES OF AMERICA,166
70,RIWAL PLATFORM CYCLING TEAM,RIW,DENMARK,165
71,RIETUMU - DELFIN,RBD,LATVIA,162
71,VERANCLASSIC - EKOI,VER,BELGIUM,162
71,GM CYCLING TEAM,GMC,ITALY,162
71,,,,162
75,LEOPARD DEVELOPMENT TEAM,LDT,LUXEMBOURG,160
76,KEMO DUKLA TRENCIN,DUK,SLOVAKIA,152
77,HRINKOW ADVARICS CYCLEANGTEAM,HAC,AUSTRIA,148
78,MADISON GENESIS,MGT,GREAT BRITAIN,145
78,TEAM 3M,MMM,BELGIUM,145
80,TEAM KUOTA-LOTTO,TKG,GERMANY,144
81,BURGOS BH,BUR,SPAIN,142
82,TEAM SPAREBANKEN SOR,TSS,NORWAY,139
83,AXEON CYCLING TEAM,BDT,UNITED STATES OF AMERICA,138
84,MURIAS TALDEA,MUR,SPAIN,134
85,,,,130
86,KYIV CAPITAL RACING,KCR,UKRAINE,125
87,NFTO,NPC,GREAT BRITAIN,124
88,LA ALUMINIOS - ANTARTE,LAA,PORTUGAL,120
89,OPTUM P/B KELLY BENEFIT STRATEGIES,OPM,UNITED STATES OF AMERICA,115
90,TEAM DIFFERDANGE - LOSCH,CCD,LUXEMBOURG,104
91,BKCP-CORENDON,BKP,BELGIUM,102
92,TUSNAD CYCLING TEAM,TCT,ROMANIA,100
93,TEAM DUKLA PRAHA,ADP,CZECH REPUBLIC,99
94,AMORE & VITA - SELLE SMP,AMO,UKRAINE,95
95,CIBEL,CIB,BELGIUM,93
96,MERIDIANA KAMEN TEAM,MKT,CROATIA,81
97,SKYDIVE DUBAI PRO CYCLING TEAM - AL AHLI CLUB,SKD,UNITED ARAB EMIRATES,78
97,INTEJA-MMR DOMINICAN CYCLING TEAM,DCT,DOMINICAN REPUBLIC,78
99,TEAM NOVO NORDISK,TNN,UNITED STATES OF AMERICA,72
100,TEAM ECUADOR,ECU,ECUADOR,69
101,RADENSKA LJUBLJANA,RAR,SLOVENIA,60
101,BABYDUMP CYCLING TEAM,BBD,NETHERLANDS,60
103,WSA-GREENLIFE,WSA,AUSTRIA,59
104,TEAM TAVIRA,TAV,PORTUGAL,58
105,SUNWEB - NAPOLEON GAMES CYCLING TEAM,SUN,BELGIUM,43
106,JLT CONDOR,JLT,GREAT BRITAIN,41
106,LKT TEAM BRANDENBURG,LKT,GERMANY,41
106,SUPERANO HAM - ISOREX,CSH,BELGIUM,41
109,ALPHA BALTIC - MARATONI.LV,ALB,LATVIA,40
110,,,,39
111,TEAM RALEIGH GAC,RAL,GREAT BRITAIN,38
111,TEAM ALMEBORG-BORNHOLM,ABB,DENMARK,38
113,KEITH MOBEL PARTIZAN,KMP,SERBIA,34
114,CCT p/b CHAMPION SYSTEM,CCT,NEW ZEALAND,26
115,HINCAPIE RACING TEAM,HSD,UNITED STATES OF AMERICA,24
115,TEAM FIXIT.NO,FIX,NORWAY,24
115,LUPUS RACING TEAM,LRT,UNITED STATES OF AMERICA,24
118,JILUN - SHAKELAND CYCLING TEAM,JLS,PEOPLE'S REPUBLIC OF CHINA,23
119,COLOR CODE - AQUALITY PROTECT,CCB,BELGIUM,22
120,BRIDGESTONE ANCHOR CYCLING TEAM,BGT,JAPAN,18
121,TEAM FROY BIANCHI,FRB,NORWAY,16
121,,,,16
123,START - MASSI CYCLING TEAM,STF,PARAGUAY,15
124,TEAM STUTTGART,SGT,GERMANY,9
125,TEAM RINGERIKS - KRAFT,KRA,NORWAY,8
126,AC SPARTA PRAHA,ASP,CZECH REPUBLIC,6
126,CK PRIBRAM FANY GASTRO,PFG,CZECH REPUBLIC,6
126,AVANTI RACING TEAM,ART,NEW ZEALAND,6
126,TEAM HEIZOMAT,THF,GERMANY,6
126,CHINA CONTINENTAL TEAM OF GANSU BANK,GTQ,PEOPLE'S REPUBLIC OF CHINA,6
131,DRAPAC PROFESSIONAL CYCLING,DPC,AUSTRALIA,4
132,TABRIZ PETROCHEMICAL TEAM,TPT,ISLAMIC REPUBLIC OF IRAN,2
132,UTENSILNORD,UNA,HUNGARY,2
132,H&R BLOCK PRO CYCLING,HRB,CANADA,2
135,EPM - UNE - AREA METROPOLITANA,EPM,COLOMBIA,1
135,KUWAIT CYCLING PROJECT,KCP,KUWAIT,1
