Rank,Name,Team Code,Nationality,Points
35,CAJA RURAL - SEGUROS RGA,CJR,SPAIN,667
36,ELKOV - KASPER,ELK,CZECH REPUBLIC,666
37,MINSK CYCLING CLUB,MCC,BELARUS,636
38,CCC DEVELOPMENT TEAM,CDT,POLAND,618
39,BIKE AID,BAI,GERMANY,"578,33"
40,GAZPROM - RUSVELO,GAZ,RUSSIAN FEDERATION,578
41,DUKLA BANSKA BYSTRICA,DKB,SLOVAKIA,576
42,TARTU2024 BALTICCHAINCYCLING.COM,TBC,ESTONIA,551
43,W52 / FC PORTO,W52,PORTUGAL,545
44,EUSKALTEL - EUSKADI,FOR,SPAIN,542
45,JUMBO - VISMA DEVELOPMENT TEAM,JVD,NETHERLANDS,538
46,SEG RACING ACADEMY,SEG,NETHERLANDS,513
47,VINO - ASTANA MOTORS,VAM,KAZAKHSTAN,465
48,THAILAND CONTINENTAL CYCLING TEAM,TCC,THAILAND,456
49,EQUIPO KERN PHARMA,EKP,SPAIN,440
50,AMORE E VITA | P:,AMO,LATVIA,424
51,ST GEORGE CONTINENTAL CYCLING TEAM,STG,AUSTRALIA,420
52,VOSTER ATS TEAM,VOS,POLAND,419
53,NTT CONTINENTAL CYCLING TEAM,NPC,ITALY,411
54,SALCANO SAKARYA BB TEAM,SBB,TURKEY,392
55,WIBATECH MERX,WIB,POLAND,369
56,BURGOS - BH,BBH,SPAIN,329
57,BARDIANI CSF FAIZANE',BCF,ITALY,325
58,NATURA4EVER - ROUBAIX - LILLE METROPOLE,NRL,FRANCE,324
59,Team Bridgelane,BLN,AUSTRALIA,315
60,TOPFOREX LAPIERRE PRO CYCLING TEAM,TLT,CZECH REPUBLIC,292
61,TEAM MEDELLIN,MED,COLOMBIA,277
62,CANYON DHB P / B SOREEN,DHB,GREAT BRITAIN,276
63,TEAM COOP,TCO,NORWAY,273
64,Black Spoke Pro Cycling Academy,BSC,NEW ZEALAND,272
65,EFAPEL,EFP,PORTUGAL,266
66,NINGXIA SPORTS LOTTERY CONTINENTAL TEAM,NLC,PEOPLE'S REPUBLIC OF CHINA,264
67,TEAM VORARLBERG SANTIC,VBG,AUSTRIA,"262,33"
68,RALLY CYCLING,RLY,UNITED STATES OF AMERICA,257
69,KELLY / SIMOLDES / UDO,KSU,PORTUGAL,256
70,GIOTTI VICTORIA,GTV,ROMANIA,255
71,YUNNAN LVSHAN LANDSCAPE,YUN,PEOPLE'S REPUBLIC OF CHINA,"254,34"
72,TARTELETTO - ISOREX,TIS,BELGIUM,233
73,LEOPARD PRO CYCLING,LPC,LUXEMBOURG,"227,66"
74,JOKER Fuel of Norway,JFN,NORWAY,222
75,AVILUDO - LOULETANO,AVL,PORTUGAL,213
76,KOMETA XSTRA CYCLING TEAM,KTX,SPAIN,212
77,ATUM GENERAL / TAVIRA / MARIA NOVA HOTEL,ATM,PORTUGAL,203
78,ADRIA MOBIL,ADR,SLOVENIA,202
79,GROUPAMA - FDJ,CGF,FRANCE,195
80,LJUBLJANA GUSTO SANTIC,LGS,SLOVENIA,193
81,ProTouch,PRO,SOUTH AFRICA,188
82,WSA KTM GRAZ,WSA,AUSTRIA,182
83,SPOR TOTO CYCLING TEAM,STC,TURKEY,176
84,CANEL'S PRO CYCLING,CAS,MEXICO,173
85,TEAM FELBERMAYR SIMPLON WELS,RSW,AUSTRIA,169
86,HENGXIANG CYCLING TEAM,HEN,PEOPLE'S REPUBLIC OF CHINA,153
87,A BLOC CT,ABC,NETHERLANDS,147
88,HAGENS BERMAN AXEON,HBA,UNITED STATES OF AMERICA,144
89,Team COLOQUICK,TCQ,DENMARK,141
90,ISRAEL CYCLING ACADEMY,ISA,ISRAEL,136
91,ELEVATE - WEBIPLEX PRO CYCLING,ELV,UNITED STATES OF AMERICA,135
92,RADIO POPULAR - BOAVISTA,RPB,PORTUGAL,134
93,SWISS RACING ACADEMY,SRA,SWITZERLAND,"132,33"
94,MERIDIANA KAMEN TEAM,MKT,CROATIA,131
95,ST MICHEL - AUBER 93,AUB,FRANCE,129
96,FEREI - CCN,FCT,BELARUS,129
97,CYCLING TEAM FRIULI ASD,CTF,ITALY,128
98,BIESSE ARVEDI,BIA,ITALY,"127,33"
99,SSOIS MIOGEE CYCLING TEAM,SMC,PEOPLE'S REPUBLIC OF CHINA,118
100,MEMIL PRO CYCLING,MPC,SWEDEN,114
101,COLOMBIA TIERRA DE ATLETAS GW BICICLETAS,CTA,COLOMBIA,113
102,RAD - NET ROSE TEAM,RNR,GERMANY,"106,34"
103,BEAT CYCLING CLUB,BRT,NETHERLANDS,106
104,DEVELOPMENT TEAM SUNWEB,DSU,GERMANY,"96,67"
105,TIROL KTM CYCLING TEAM,TIR,AUSTRIA,96
106,TEAM NOVO NORDISK,TNN,UNITED STATES OF AMERICA,95
107,SKOL ADRIEN CYCLING ACADEMY,SAC,RWANDA,93
108,TEAM COLPACK  BALLAN,CPK,ITALY,92
109,BEST PC ECUADOR,BES,ECUADOR,89
110,GIOS - KIWI ATLANTICO,GIO,BOLIVARIAN REPUBLIC OF VENEZUELA,86
111,TEAM LOTTO - KERN HAUS,LKH,GERMANY,"85,67"
112,UTSUNOMIYA BLITZEN,BLZ,JAPAN,77
113,AKROS - EXCELSIOR - THÖMUS,AET,SWITZERLAND,"76,32"
114,HKSI Pro Cycling Team,HKS,"HONG KONG, CHINA",72
115,BENEDICTION IGNITE,BIG,RWANDA,70
116,BHS - PL BETON BORNHOLM,BPC,DENMARK,69
117,Bahrain Cycling Academy,BCA,BAHRAIN,65
118,SWIFTCARBON PRO CYCLING,SCB,GREAT BRITAIN,63
119,GROUPEMENT SPORTIF DES PETROLIERS,GSP,ALGERIA,63
120,KTX KORAIL CYCLING TEAM,KCT,KOREA,63
121,METEC - TKH CONTINENTAL CYCLINGTEAM P / B MANTEL,MET,NETHERLANDS,63
122,GENERAL STORE - ESSEGIBI - F.LLI CURIA,GEF,ITALY,62
123,WORK SERVICE - DINATEK - VEGA,IWD,ITALY,61
124,LOKOSPHINX,LOK,RUSSIAN FEDERATION,61
125,EPM - SCOTT,EPM,COLOMBIA,60
126,NERO CONTINENTAL,NER,AUSTRALIA,59
127,LX CYCLING TEAM,LXC,KOREA,59
128,TEAM NOVAK,TNV,ROMANIA,56
129,VITUS PRO CYCLING P / B BROTHER UK,VIT,GREAT BRITAIN,55
130,MALOJA PUSHBIKERS,PBS,GERMANY,54
131,D'AMICO UM TOOLS,AZT,ITALY,51
132,RIBBLE WELDTITE PRO CYCLING,RWC,GREAT BRITAIN,51
133,AISAN RACING TEAM,AIS,JAPAN,51
134,BELTRAMI TSA  MARCHIOL,BTM,ITALY,51
135,TELENET LIONS,TBL,BELGIUM,49
136,KINAN CYCLING TEAM,KIN,JAPAN,48
137,GEUMSAN INSAM CELLO,GIC,KOREA,48
138,AGRUPACIÓN VIRGEN DE FATIMA - SADDLEDRUNK,AVF,ARGENTINA,45
139,SANGEMINI TREVIGIANI MG.K VIS,SAT,ITALY,43
140,VOLKERWESSELS MERCKX CYCLING TEAM,VWM,NETHERLANDS,42
141,MULA,MLA,INDONESIA,42
142,CAMBODIA CYCLING ACADEMY,CCA,CAMBODIA,40
143,TUFO - PARDUS PROSTEJOV,SKC,CZECH REPUBLIC,37
144,Wildlife Generation Pro Cycling,WGC,UNITED STATES OF AMERICA,36
145,L.A. ALUMINIOS /  L.A. SPORT,LAA,PORTUGAL,36
146,BAI SICASAL PETRO DE LUANDA,BSP,ANGOLA,35
147,SINDICATO DE EMPLEADOS PUBLICOS DE SAN JUAN,SEP,ARGENTINA,35
148,EQUIPO CONTINENTAL MUNICIPALIDAD DE POCITO,EMP,ARGENTINA,35
149,NASU BLASEN,NAS,JAPAN,32
150,ARA PRO RACING SUNSHINE COAST,ACA,AUSTRALIA,31
151,HRINKOW ADVARICS CYCLEANG,HAC,AUSTRIA,31
152,FEIRENSE,CDF,PORTUGAL,29
153,AC SPARTA PRAHA,ACS,CZECH REPUBLIC,26
154,SHENZHEN XIDESHENG CYCLING TEAM,XDS,PEOPLE'S REPUBLIC OF CHINA,21
155,XSPEED UNITED CONTINENTAL,XSU,CANADA,20
156,LKT TEAM BRANDENBURG,LKT,GERMANY,20
157,MIRANDA - MORTÁGUA,MIR,PORTUGAL,18
158,SEOUL CYCLING TEAM,SCT,KOREA,16
159,TEAM UKYO,UKO,JAPAN,16
160,WALLONIE - BRUXELLES DEVELOPMENT TEAM,WBD,BELGIUM,16
161,GAPYEONG CYCLING TEAM,GPC,KOREA,15
162,CRISA - SEEI PRO CYCLING TEAM,CRS,MEXICO,14
163,P & S METALLTECHNIK,PUS,GERMANY,"13,67"
164,SIDI ALI PRO CYCLING TEAM,SPT,MOROCCO,13
165,Aevolo,AEV,UNITED STATES OF AMERICA,13
166,KSPO Professional,KSP,KOREA,10
167,SPORT.LAND. NIEDERÖSTERREICH,CTN,AUSTRIA,10
168,CASILLO - PETROLI FIRENZE - HOPPLA',CPH,ITALY,9
169,GO FOR GOLD PHILIPPINES,G4G,PHILIPPINES,7
170,TEAM SKS SAUERLAND NRW,SVL,GERMANY,7
171,OLIVER'S REAL FOOD RACING,OLI,AUSTRALIA,5
172,TRANSPORTE PUERTAS DE CUYO,TPC,ARGENTINA,5
173,EQUIPO CONTINENTAL ORGULLO PAISA,EOP,COLOMBIA,5
174,EVOPRO RACING,EVO,IRELAND,4
175,EUROCYCLINGTRIPS - CMI PRO CYCLING,CMI,GUAM,3
176,PAUWELS SAUZEN - BINGOAL,PSB,BELGIUM,3
177,EQUIPO CONTINENTAL SUPERGIROS,ECS,COLOMBIA,3
178,EQUIPO CONTINENTAL SAN LUIS,CSL,ARGENTINA,3
179,TIANYOUDE HOTEL CYCLING TEAM,TYD,PEOPLE'S REPUBLIC OF CHINA,1
