Rank,Name,Team Code,Nationality,Points
71,AKROS - EXCELSIOR - THÖMUS,AET,SWITZERLAND,"76,32"
72,BHS - PL BETON BORNHOLM,BPC,DENMARK,69
73,SWIFTCARBON PRO CYCLING,SCB,GREAT BRITAIN,63
74,METEC - TKH CONTINENTAL CYCLINGTEAM P / B MANTEL,MET,NETHERLANDS,63
75,GENERAL STORE - ESSEGIBI - F.LLI CURIA,GEF,ITALY,62
76,WORK SERVICE - DINATEK - VEGA,IWD,ITALY,61
77,LOKOSPHINX,LOK,RUSSIAN FEDERATION,61
78,TEAM NOVAK,TNV,ROMANIA,56
79,VITUS PRO CYCLING P / B BROTHER UK,VIT,GREAT BRITAIN,55
80,MALOJA PUSHBIKERS,PBS,GERMANY,54
81,D'AMICO UM TOOLS,AZT,ITALY,51
82,RIBBLE WELDTITE PRO CYCLING,RWC,GREAT BRITAIN,51
83,BELTRAMI TSA  MARCHIOL,BTM,ITALY,51
84,TELENET LIONS,TBL,BELGIUM,49
85,SANGEMINI TREVIGIANI MG.K VIS,SAT,ITALY,43
86,VOLKERWESSELS MERCKX CYCLING TEAM,VWM,NETHERLANDS,42
87,TUFO - PARDUS PROSTEJOV,SKC,CZECH REPUBLIC,37
88,L.A. ALUMINIOS /  L.A. SPORT,LAA,PORTUGAL,36
89,HRINKOW ADVARICS CYCLEANG,HAC,AUSTRIA,31
90,FEIRENSE,CDF,PORTUGAL,29
91,AC SPARTA PRAHA,ACS,CZECH REPUBLIC,26
92,LKT TEAM BRANDENBURG,LKT,GERMANY,20
93,MIRANDA - MORTÁGUA,MIR,PORTUGAL,18
94,WALLONIE - BRUXELLES DEVELOPMENT TEAM,WBD,BELGIUM,16
95,P & S METALLTECHNIK,PUS,GERMANY,"13,67"
96,SPORT.LAND. NIEDERÖSTERREICH,CTN,AUSTRIA,10
97,CASILLO - PETROLI FIRENZE - HOPPLA',CPH,ITALY,9
98,TEAM SKS SAUERLAND NRW,SVL,GERMANY,7
99,EVOPRO RACING,EVO,IRELAND,4
100,PAUWELS SAUZEN - BINGOAL,PSB,BELGIUM,3
