Rank,UCI ID,Name,Nationality,Team Code,Age,Points,
36,10007859004,ZANOTTI Marco,ITALY,PVC,26,85,
37,10061386533,OROZ Juan José,SPAIN,,34,85,
38,10004509268,BENFATTO Marco,ITALY,AS2,26,85,
39,10008855171,KUDUS Merhawi,ERITREA,MTN,20,84,
40,10007966411,EBSEN John,DENMARK,CCN,26,79,
41,10006919316,GONÇALVES José,PORTUGAL,LPM,25,76,
42,10006406630,CHOE Hyeongmin,KOREA,GIC,24,75,
43,10006363584,VAN DER PLOEG Neil,AUSTRALIA,ART,27,74,
44,10006570318,VAUBOURZEIX Thomas,FRANCE,LPM,25,74,
45,10006378439,SCHNAIDT Fabian,GERMANY,VBG,24,74,
46,10006718545,WANG Meiyin,PEOPLE'S REPUBLIC OF CHINA,HEN,26,73,
47,10001499036,TAMOURIDIS Ioannis,GREECE,SPT,34,72,
48,10001288969,FÖRSTER Robert,GERMANY,UHC,36,71,
49,10007208090,MARZUKI Nur Amirul Fakhruddin,MALAYSIA,TSG,22,70,
50,10004556455,NAKAJIMA Yasuharu,JAPAN,AIS,30,67,
51,10003248268,CHTIOUI Rafaa,TUNISIA,SKD,28,66,
52,10079277676,MOAZAMI GODARZI Arvin,ISLAMIC REPUBLIC OF IRAN,PKY,24,62,
53,10009376850,ZEMLYAKOV Oleg,KAZAKHSTAN,V4E,21,61,
54,10061388250,ANUAR AZIZ Saiful,MALAYSIA,,28,60,
55,10002227445,SOHRABI Mehdi,ISLAMIC REPUBLIC OF IRAN,TPT,33,60,
56,10006492314,BERNAS Pawel,POLAND,BDC,24,59,
57,10003252918,KARIMOV Ruslan,UZBEKISTAN,RTS,28,58,
58,10005476339,UCHIMA Kohei,JAPAN,BGT,26,57,
59,10004872313,SEO Joonyong,KOREA,KSP,26,56,
60,10006392381,LAGAB Azzedine,ALGERIA,GSP,28,56,
61,10007167876,WEISS Martin,AUSTRIA,TIR,23,55,
62,10003096304,HOCHMANN Jirí,CZECH REPUBLIC,ADP,28,55,
63,10005763396,THÖMEL Tino,GERMANY,SGT,26,55,
64,10007946910,BAYLY Cameron,AUSTRALIA,TSI,24,54,
65,10005864844,CLAUSEN Patrick,DENMARK,TBW,24,54,
66,10002520566,CANTWELL Jonathan,AUSTRALIA,DPC,32,54,
67,10008716543,GALEDO Mark John Lexer,PHILIPPINES,T7E,29,53,
68,10005681453,ROSDI Mohd Nor Umardi,MALAYSIA,TSG,28,52,
69,10004556960,MASUDA Nariyuki,JAPAN,BLZ,31,52,
70,10004066910,POULY Peter,FRANCE,,37,52,
71,10007370970,HADDI Soufiane,MOROCCO,SKD,23,52,
72,10004874232,SALEH Mohd Harrif,MALAYSIA,TSG,26,52,
73,10002289180,FAJT Kristjan,SLOVENIA,ADR,32,51,
74,10003094381,NISHITANI Taiji,JAPAN,AIS,33,50,
75,10005760063,ROGERS Rico Dene Thomas,NEW ZEALAND,TSI,36,50,
75,10008199514,QUINTERO ARTUNDUAGA Duber Armando,COLOMBIA,COL,24,50,
77,10006399354,MALAGUTI Alessandro,ITALY,VFN,27,49,
78,10003340723,SANO Junya,JAPAN,,32,48,
79,10009435353,PHOUNSAVATH Ariya,LAO PEOPLE'S DEMOCRATIC REPUBLIC,CCN,23,48,
80,10006497970,REGUIGUI Youcef,ALGERIA,MTN,24,48,
81,10007633880,BOLIVAR HERNANDEZ Isaac,COLOMBIA,UHC,23,48,
82,10002214816,VAN HUMMEL Kenny,NETHERLANDS,AND,32,48,
83,10002879567,JELLOUL Adil,MOROCCO,SKD,32,47,
84,10007610339,PRETE Joshua,AUSTRALIA,BFL,23,46,
85,10003046487,PARK Sungbaek,KOREA,KSP,29,46,
86,10002912004,HAEDO Lucas Sebastian,ARGENTINA,SKD,31,44,
87,10002056784,MIYAZAWA Takashi,JAPAN,VFN,36,43,
88,10006714505,JANG Kyunggu,KOREA,KCT,24,43,
89,10005564043,DE NEGRI Pier Paolo,ITALY,VFN,28,43,
90,10006076628,HATSUYAMA Sho,JAPAN,BGT,26,42,
91,10003105091,WALKER William,AUSTRALIA,,29,42,
92,10054282089,YEUNG Ronald,HONG KONG, CHINA,TSI,26,41
93,10005595264,LEBAS Thomas,FRANCE,BGT,29,41,
94,10006013778,CHAWCHIANGKWANG Peerapol,THAILAND,,28,40,
94,10009698162,IEONG Mgok Tong,MACAO, CHINA,,22,40
96,10036459048,HABASH Yalmaz,SYRIAN ARAB REPUBLIC,,29,40,
97,10005735411,EL HAGE Zaher,LEBANON,,37,40,
98,10006693081,WIJAYA Endra,INDONESIA,,28,40,
99,10012794078,AHMAD ZAMI Arif,MALAYSIA,,22,40,
100,10007771401,LEUNG Chun Wing,HONG KONG, CHINA,HKS,20,40
101,10007218905,KOZHATAYEV Bakhtiyar,KAZAKHSTAN,AS2,22,40,
102,10004833513,PEETERS Kevin,BELGIUM,VGS,27,39,
102,10049906480,JULES Justin,FRANCE,LPM,28,39,
102,10005583948,ABERASTURI IZAGA Jon,SPAIN,EUK,25,39,
105,10007834247,HAIG Jack,AUSTRALIA,ART,21,38,
106,10003305155,CHEUNG King Wai,HONG KONG, CHINA,HKS,29,37
107,10003253322,SHAEKHOV Vadim,UZBEKISTAN,SLY,28,37,
108,10003998606,NORRIS Lachlan,AUSTRALIA,DPC,27,37,
109,10007760586,KERS Koos Jeroen,NETHERLANDS,,28,36,
110,10006875159,GROSU Eduard-Michael,ROMANIA,VFN,22,36,
111,10001199144,ASKARI Hossein,ISLAMIC REPUBLIC OF IRAN,PKY,39,35,
112,10006877987,AYAZBAYEV Maxat,KAZAKHSTAN,AS2,22,35,
113,10007622564,DIETEREN Jan,GERMANY,STG,21,35,
114,10003037696,AVERIN Maxim,RUSSIAN FEDERATION,,29,34,
115,10004595053,ALIZADEH Hossein,ISLAMIC REPUBLIC OF IRAN,TSR,26,33,
116,10002677584,JANG Sunjae,KOREA,RTS,30,32,
117,10002302015,LAGUTIN Sergey,RUSSIAN FEDERATION,RVL,33,32,
118,10007909625,KULIMBETOV Nurbolat,KAZAKHSTAN,AS2,22,32,
119,10006279217,HO Burr,HONG KONG, CHINA,HKS,22,32
120,10004680333,EL FARES Julien,FRANCE,LPM,29,32,
121,10007169492,SCHOONBROODT Bob,NETHERLANDS,VER,23,32,
122,10002928976,BRAMMEIER Matthew,IRELAND,BCP,29,32,
123,10007947516,NAKANE Hideto,JAPAN,AIS,24,31,
124,10007416440,PARK Sanghoon,KOREA,SCT,21,30,
125,10002990816,INOUE Kazuo,JAPAN,BGT,33,30,
126,10009318953,CHANGPAD Kritsada,THAILAND,,23,30,
127,10009715744,PUN Wai Long,MACAO, CHINA,,19,30
128,10004488959,SHUSHEMOIN Alexandr,KAZAKHSTAN,V4E,27,30,
129,10009706751,NAZER Qaser,SYRIAN ARAB REPUBLIC,,25,30,
130,10009196287,EL HAJJ Hassan abcd,LEBANON,,23,30,
131,10009683109,SUGIANTO Sugianto,INDONESIA,,23,30,
132,10009425148,TALWAR Sangamesh,INDIA,,28,30,
133,10006468062,COLBRELLI Sonny,ITALY,BAR,24,30,
134,10007151510,HANDLEY Richard,GREAT BRITAIN,RCJ,24,30,
135,10005853730,KULYK Andrii,UKRAINE,KLS,25,29,
136,10004625971,SCHORN Daniel,AUSTRIA,TNE,26,29,
137,10046109336,KRAGH ANDERSEN Søren,DENMARK,TBW,20,28,
138,10006079456,JANG Chanjae,KOREA,TSI,25,27,
139,10004620113,PAĎOUR FrantišEk,CZECH REPUBLIC,TNE,26,27,
140,10005425112,SHIRISISAN Hamid,ISLAMIC REPUBLIC OF IRAN,TPT,32,27,
141,10003382149,GIRAUD Benjamin,FRANCE,LPM,28,27,
142,10010586724,BHOSALE Abhinandan,INDIA,,21,26,
143,10007360361,BECKINSALE Jack,AUSTRALIA,ART,21,26,
144,10001655347,CHICCHI Francesco,ITALY,NRI,34,26,
144,10006801296,JONES Brenton,AUSTRALIA,ART,23,26,
146,10006079153,SAIUDOMSIN Phuchong,THAILAND,,26,25,
147,10006407337,PARK Keonwoo,KOREA,RTS,23,25,
148,10003226141,JANSE VAN RENSBURG Jacques Willem,SOUTH AFRICA,MTN,27,25,
149,10006003573,IRIBE Shotaro,JAPAN,SMN,25,24,
150,10007889417,GONÇALVES Domingos,PORTUGAL,LPM,25,24,
151,10001271286,BALIANI Fortunato,ITALY,,40,24,
152,10006409054,YUSOFF Yusrizal,MALAYSIA,TSG,24,24,
153,10009362403,VAN DE VALL Lars,NETHERLANDS,,29,24,
154,10006271032,KEOUGH Luke,UNITED STATES OF AMERICA,UHC,23,24,
155,10005932138,KUBOKI Kazushige,JAPAN,UKO,25,23,
156,10007219410,GATSKIY Pavel,KAZAKHSTAN,AS2,23,23,
157,10003084580,TUULKHANGAI Tuguldur,MONGOLIA,NTC,29,22,
158,10009385742,ASTAFYEV Stepan,KAZAKHSTAN,V4E,20,22,
159,10009362201,almurawwi alblooshi Mohammed,UNITED ARAB EMIRATES,,26,21,
160,10005601429,FENG Chun Kai,CHINESE TAIPEI,TGT,26,21,
161,10004842506,RABOU Thomas,NETHERLANDS,TSI,31,21,
162,10003225535,SCHWEIZER Christoph,GERMANY,BCP,28,21,
162,10004127231,SALEH Mohd Zamri,MALAYSIA,TSG,31,21,
164,10009727161,ABOU RACHID Elias,LEBANON,,19,20,
165,10008017032,PARK Kyoungho,KOREA,SCT,21,20,
166,10002727195,EIBEGGER Markus,AUSTRIA,BCP,30,20,
167,10004707110,HANNACHI Abdelbaset,ALGERIA,,29,20,
168,10005519684,HONKISZ Adrian,POLAND,CCC,26,20,
169,10003203812,KRITSKIY Timofey,RUSSIAN FEDERATION,RVL,27,20,
169,10003225131,JANORSCHKE Grischa,GERMANY,VBG,27,20,
169,10004738533,LAGKUTI Sergiy,UKRAINE,KLS,29,20,
169,10005904856,WHITE Bradley,UNITED STATES OF AMERICA,UHC,32,20,
169,10005968312,CHRISTIE Jason,NEW ZEALAND,,24,20,
169,10006520808,RASTRA Patria,INDONESIA,PCT,25,20,
169,10006599519,BENNETT Sam,IRELAND,TNE,24,20,
176,10007766347,SINGH Sat Bir,INDIA,,27,19,
177,10006467961,SBARAGLI Kristian,ITALY,MTN,24,19,
177,10009340777,CONTI Samuele,ITALY,NRI,23,19,
179,10007274576,YAMAMOTO Genki,JAPAN,VFN,23,18,
180,10005482605,MORTON Angus,AUSTRALIA,,25,18,
181,10004763286,ASGHARZADEH Alireza,ISLAMIC REPUBLIC OF IRAN,TSR,28,18,
182,10002523495,DOI Yukihiro,JAPAN,UKO,31,18,
183,10006893145,LEMUS DAVILA Luis Enrique,MEXICO,JBC,22,18,
184,10001157213,MIZUROV Andrey,KAZAKHSTAN,RTS,41,18,
185,10006137252,HSIAO Shih Hsin,CHINESE TAIPEI,TGT,24,18,
186,10004759751,SUMMERHILL Daniel,UNITED STATES OF AMERICA,UHC,25,17,
186,10025297479,DUQUE Leonardo,COLOMBIA,COL,34,17,
188,10008688049,OKISHEV Viktor,KAZAKHSTAN,AS2,20,16,
189,10004557263,ABREKOV Yusup,UZBEKISTAN,SLY,29,16,
190,10009435151,MALEKI Behnam,ISLAMIC REPUBLIC OF IRAN,TPT,22,16,
191,10009695031,HO Kaifong,MACAO, CHINA,,28,16
192,10009686341,SROGE Yusef,SYRIAN ARAB REPUBLIC,,26,16,
193,10008884372,RABAH Salah,LEBANON,,34,16,
193,10009696142,RIYADI Elan Sutomo,INDONESIA,,25,16,
195,10010593390,KUMAR PANWAR Sachin,INDIA,,24,16,
196,10004656990,HATANAKA Yusuke,JAPAN,SMN,29,16,
197,10007962569,PEDERSEN Mark Sehested,DENMARK,TBW,23,16,
198,10006141700,SMIRNOVS Andris,LATVIA,RBD,24,16,
199,10003766917,KHRIPTA Andriy,UKRAINE,KLS,28,16,
200,10004763589,SULZBERGER Wesley,AUSTRALIA,DPC,28,16,
201,10006466749,BREYNE Jonathan,BELGIUM,JTW,23,16,
201,10007130793,KWON Junoh,KOREA,SCT,25,16,
201,10007151409,CUMING Michael,GREAT BRITAIN,RCJ,24,16,
204,10008685524,MARTIN HERNANDEZ Victor,SPAIN,BUR,24,15,
205,10002413361,KVACHUK Oleksandr,UKRAINE,KLS,31,15,
206,10007524251,MEINTJES Louis,SOUTH AFRICA,MTN,22,15,
207,10003011529,ALZATE ESCOBAR Carlos Eduardo,COLOMBIA,UHC,31,15,
207,10006874452,KERBY Jordan,AUSTRALIA,DPC,22,15,
207,10008001369,GOH Choon Huat,SINGAPORE,TSI,24,15,
210,10002244623,HAGHI Alireza,ISLAMIC REPUBLIC OF IRAN,TPT,35,14,
211,10001414059,WACKER Eugen,KYRGYZSTAN,STF,40,14,
212,10006885162,SHAYMANOV Denis,UZBEKISTAN,,22,14,
213,10004614554,BOS Patrick,NETHERLANDS,,27,14,
214,10006228693,WANG Yin Chih,CHINESE TAIPEI,CCN,26,14,
215,10009433737,KHORSHID Khalil,ISLAMIC REPUBLIC OF IRAN,TSR,26,14,
216,10006737238,PRADES REVERTER Eduard,SPAIN,MTR,27,14,
217,10006088752,GHAFFARI Vahid,ISLAMIC REPUBLIC OF IRAN,TPT,26,14,
218,10002837636,MATYSIAK Bartlomiej,POLAND,CCC,30,14,
218,10003245642,KOGUT Volodymyr,UKRAINE,AMO,30,14,
218,10004608995,KUREK Adrian,POLAND,CCC,26,14,
221,10009727060,AL ASMAR Khalil,LEBANON,,32,13,
222,10008714725,JABRAYILOV Samir,AZERBAIJAN,BCP,20,13,
223,10009319357,BUGTER Luuc,NETHERLANDS,,21,13,
224,10075106575,PUJOL MUÑOZ Oscar,SPAIN,SKD,31,13,
225,10002292113,ZAGORODNII Vladimir,UKRAINE,,33,13,
226,10005698429,HANSON Ken,UNITED STATES OF AMERICA,UHC,32,13,
226,10005963763,RUFFONI Nicola,ITALY,BAR,24,13,
226,10007125642,BENEDETTI Luca,ITALY,,26,13,
229,10002301914,KHALMURATOV Muradjan,UZBEKISTAN,TSG,32,12,
230,10006733400,SCHOIBL Mario,AUSTRIA,RSW,24,12,
231,10004627587,HAČECKÝ Vojtech,CZECH REPUBLIC,ADP,27,12,
232,10002201375,SUZUKI Shinri,JAPAN,BLZ,40,12,
233,10002293224,SHIMIZU Miyataka,JAPAN,BGT,33,12,
233,10002651114,KAN Koon Hang,HONG KONG, CHINA,,34,12
235,10003782879,JAHANBANIAN Kamnabi Hossein,ISLAMIC REPUBLIC OF IRAN,TSR,38,12,
235,10009216091,WORANET Pongsathon,THAILAND,,25,12,
237,10010580155,CHAN Lam Fai,MACAO, CHINA,,40,12
238,10008139900,SEMYONOV Roman,KAZAKHSTAN,AS2,21,12,
239,10009686139,BADER WISE Ahmad,SYRIAN ARAB REPUBLIC,,27,12,
240,10009424946,ASHISH K.,INDIA,,28,12,
241,10008893567,LIPONNE Julien,FRANCE,CWJ,31,12,
242,10008689766,PER David,SLOVENIA,ADR,19,12,
243,10009351588,NASSER Islam,EGYPT,,20,12,
244,10004564135,PIECHELE Andrea,ITALY,BAR,27,12,
245,10003388516,VAN NIEKERK Dennis,SOUTH AFRICA,MTN,30,12,
246,10007732496,AL RIKABI Ali Abdul,IRAQ,,21,12,
247,10006624474,ZILIOLI Gianfranco,ITALY,AND,24,12,
248,10006824336,HOFER Andreas,AUSTRIA,VBG,23,12,
249,10001177522,ELMIGER Martin,SWITZERLAND,IAM,36,12,
249,10005535044,TAKEI Kyosuke,JAPAN,,36,12,
249,10005536963,FUKUDA Shimpei,JAPAN,AIS,27,12,
249,10005997715,KURTH Michael,GERMANY,TKG,28,12,
249,10007294380,RYBÍN Ondrej,CZECH REPUBLIC,ADP,21,12,
254,10002504705,TUYCHIEV Vladimir,UZBEKISTAN,,31,11,
255,10006406832,OTHMAN Muhamad Adiq Husainie,MALAYSIA,TSG,23,11,
256,10006137858,MAT AMIN Mohd Shahrul,MALAYSIA,TSG,25,11,
257,10007187983,ZHANG Wenlong,PEOPLE'S REPUBLIC OF CHINA,MSS,25,11,
258,10004595962,O'BRIEN Mark,AUSTRALIA,ART,27,11,
259,10005914758,BOEV Igor,RUSSIAN FEDERATION,RVL,25,11,
259,10006427848,WESEMANN Martin Ulrich,SOUTH AFRICA,MTN,30,11,
259,10006886980,KUROEDA Shiki,JAPAN,VFN,22,11,
262,10007526372,KELES Fatih,TURKEY,TRK,21,10,
263,10009015627,GALYANOV Vladislav,UZBEKISTAN,,19,10,
264,10006088853,MALEKI MIZAN Ramin,ISLAMIC REPUBLIC OF IRAN,TPT,27,10,
265,10009715441,TAM Chi Hin,MACAO, CHINA,,19,10
266,10009678863,SAYO Amree,THAILAND,,24,10,
267,10009732518,ALHALABE Omar,SYRIAN ARAB REPUBLIC,,19,10,
268,10009721101,NADER Youssef,LEBANON,,29,10,
269,10006201617,HARPREET Singh,INDIA,,29,10,
270,10007062388,PÖSTLBERGER Lukas,AUSTRIA,TIR,22,10,
271,10003296869,TAUFIQ Muhammad,INDONESIA,,27,10,
272,10004610514,LUKSEVICS Viesturs,LATVIA,AMO,27,10,
273,10007631557,MÜHLBERGER Gregor,AUSTRIA,TIR,20,10,
274,10006891630,SCARTEZZINI Michele,ITALY,AS2,22,10,
275,10003227353,BEYER Chad,UNITED STATES OF AMERICA,5HR,28,10,
276,10007959236,HERNANDEZ ILLANA Dario,SPAIN,BUR,24,10,
277,10004873121,KO Siu Wai,HONG KONG, CHINA,HKS,27,10
278,10004821486,LAPTHORNE Darren,AUSTRALIA,DPC,31,10,
279,10007219309,BIZHIGITOV Zhandos,KAZAKHSTAN,AS2,23,10,
280,10005877574,DI BATTISTA Antonio,ITALY,AMO,28,10,
280,10005969120,PALMER Thomas,AUSTRALIA,DPC,24,10,
280,10007992174,BARBERO Carlos,SPAIN,EUK,23,10,
280,10008925293,NAREKLISHVILI Giorgi,GEORGIA,,21,10,
284,10007731082,AL SAMMIRRAIE Saad Ali Yaseen,IRAQ,,21,9,
285,10003326070,CRAWFORD Jai,AUSTRALIA,DPC,31,9,
286,10004694073,BENEDETTI Cesare,ITALY,TNE,27,9,
287,10007201323,ASHKBOUS Ali,ISLAMIC REPUBLIC OF IRAN,,23,9,
288,10075106676,PRADES REVERTER Benjami,SPAIN,MTR,31,9,
289,10002960807,TSCHOPP Johann,SWITZERLAND,IAM,32,9,
290,10005697722,SWEETING Robert,UNITED STATES OF AMERICA,5HR,27,9,
291,10007157570,PREVAR Oleksandr,UKRAINE,KLS,24,9,
292,10003192492,MURPHY John,UNITED STATES OF AMERICA,UHC,30,9,
293,10004527759,MANAN Anuar,MALAYSIA,TSG,28,9,
294,10052265604,LIPHONGYU Navuti,THAILAND,,23,8,
295,10006297102,ALTOUNIAN Kevork,LEBANON,,38,8,
296,10006100674,SYBRANDY Wouter,NETHERLANDS,,29,8,
297,10006495041,HIRAI Eiichi,JAPAN,UKO,24,8,
298,10009714027,DARMONOV Jakhongir,UZBEKISTAN,,19,8,
299,10008968945,YORDSUWAN Setthawut,THAILAND,,20,8,
300,10009694324,WAI CHONG Cheong,MACAO, CHINA,,37,8
301,10008887911,HOSSAIN Hazem,SYRIAN ARAB REPUBLIC,,28,8,
302,10006671358,MARDANI Parviz,ISLAMIC REPUBLIC OF IRAN,TSR,32,8,
303,10006719050,WU Peilun,PEOPLE'S REPUBLIC OF CHINA,TYD,24,8,
304,10005819677,FUKUHARA Masaru,JAPAN,,33,8,
305,10009720693,JANG Jiung,KOREA,,22,8,
306,10004860892,FITRIANTO Hari,INDONESIA,CCN,29,8,
307,10061378853,DUEÑAS Moisés,SPAIN,,33,8,
308,10003034464,QUINTERO NOREÑA Carlos Julian,COLOMBIA,COL,28,8,
309,10005675692,ASADOV Elchin,AZERBAIJAN,BCP,27,8,
310,10004599905,MIHAYLOV Nikolay,BULGARIA,CCC,26,8,
311,10007878303,LAVIEU Antoine,FRANCE,LPM,24,8,
312,10002724367,CLARKE Jonathan,AUSTRALIA,UHC,30,8,
312,10003038609,DE JONGE Maarten,NETHERLANDS,TSG,29,8,
312,10004589801,SISKEVICIUS Evaldas,LITHUANIA,LPM,26,8,
312,10004613847,JARC Blaz,SLOVENIA,TNE,26,8,
312,10005390352,PELUCCHI Matteo,ITALY,IAM,25,8,
312,10006599216,BOUGLAS Georgios,GREECE,SPT,24,8,
312,10006726427,ALBOURDAINY Ahmed,QATAR,,24,8,
312,10007219713,VOROPAYEV Taras,KAZAKHSTAN,V4E,22,8,
312,10007994905,BANASZEK Adrian,POLAND,BDC,21,8,
312,10008634394,LEE Kisuk,KOREA,,26,8,
312,10019037545,MORA VEDRI Sebastian,SPAIN,MTR,26,8,
323,10008197288,ISHIBASHI Manabu,JAPAN,VFN,22,7,
324,10005853629,OWSIAN Lukasz,POLAND,CCC,24,7,
325,10005398739,SURUTKOVYCH Oleksandr,UKRAINE,BCP,30,7,
326,10005961137,POZDNYAKOV Kirill,RUSSIAN FEDERATION,RVL,25,7,
327,10002419021,MÜLLER Andreas,AUSTRIA,GWO,35,7,
327,10004547462,MORI Kazuhiro,JAPAN,AIS,32,7,
327,10006217276,BERTAZZO Omar,ITALY,AND,25,7,
327,10006602044,ZUAZUBISKAR GALLASTEGI Illart,SPAIN,EUK,24,7,
327,10007130086,SURYADI Dadi,INDONESIA,PCT,25,7,
327,10008888921,ROGLIČ Primož,SLOVENIA,ADR,25,7,
333,10004472993,ROJAS ROJAS Mario Alberto,COLOMBIA,RTS,29,6,
334,10002922916,SANCHO Bruno,PORTUGAL,BBC,29,6,
335,10009012900,MOW Ching Yin,HONG KONG, CHINA,HKS,19,6
336,10009668557,LEI Chi Kin,MACAO, CHINA,,24,6
337,10007226783,THANCHAI Tanasak,THAILAND,,28,6,
338,10005982860,ISHANOV Abdraimzhan,KAZAKHSTAN,AS2,24,6,
339,10009713219,KIM Jooseok,KOREA,,21,6,
340,10009686240,NOESER Tmam,SYRIAN ARAB REPUBLIC,,27,6,
341,10004557465,SAFARZADEH Saeid,ISLAMIC REPUBLIC OF IRAN,TSR,29,6,
342,10007752304,DAVIS Samuel,AUSTRALIA,ART,23,6,
343,10010593592,RAHUL,INDIA,,22,6,
344,10009418983,BISHNOI Suresh,INDIA,,22,6,
345,10009425047,BELLUBBI Manjunath,INDIA,,24,6,
346,10009362100,ABDULAMEER Ahmed,IRAQ,,25,6,
347,10002056683,TAKAOKA Akihiro,JAPAN,,37,6,
348,10007807672,GRMAY Tsgabu Gebremaryam,ETHIOPIA,MTN,23,6,
349,10008011069,ABD AZIZ Muhammad I'maadi,BRUNEI DARUSSALAM,,22,6,
350,10005497052,TVETCOV Serghei,ROMANIA,JBC,26,6,
351,10009340878,MONSALVE Yonnatta,BOLIVARIAN REPUBLIC OF VENEZUELA,NRI,25,6,
352,10004599400,VASYLYUK Andriy,UKRAINE,KLS,27,6,
353,10002931303,MONIER Damien,FRANCE,BGT,32,6,
353,10005397224,CANOLA Marco,ITALY,BAR,26,6,
353,10005747737,KRASNOV Leonid,RUSSIAN FEDERATION,RVL,26,6,
353,10006271335,MANNION Gavin,UNITED STATES OF AMERICA,5HR,23,6,
353,10006487058,VAN ZYL Johann,SOUTH AFRICA,MTN,23,6,
353,10007161311,STEMPER James,UNITED STATES OF AMERICA,5HR,29,6,
353,10007527988,RÄIM Mihkel,ESTONIA,,21,6,
353,10007621958,GIACOPPO Anthony,AUSTRALIA,ART,28,6,
353,10008726748,KLEMME Daniel,GERMANY,BCP,23,6,
353,10062490616,JIANG Zhihui,PEOPLE'S REPUBLIC OF CHINA,MSS,20,6,
363,10061389765,KHOSROSHAHI Behnam,ISLAMIC REPUBLIC OF IRAN,,25,5,
364,10006885061,GORBACHEV Gleb,UZBEKISTAN,SLY,23,5,
365,10007264876,KHADEMI Ali,ISLAMIC REPUBLIC OF IRAN,TPT,22,5,
366,10008684918,MANSOURI Abderrahmane,ALGERIA,VCS,19,5,
367,10007803935,KHALILOV Artur,UZBEKISTAN,,21,5,
368,10006581836,PAILLOT Yoann,FRANCE,LPM,23,5,
369,10006003775,PRÉMONT Christophe,BELGIUM,WBC,25,5,
370,10004590407,VAN STAEYEN Michaël,BELGIUM,TSV,26,5,
370,10005469669,KASWANTO Kaswanto,INDONESIA,,35,5,
370,10005480783,ITO Masakazu,JAPAN,AIS,26,5,
370,10006008627,SAHBANA Agung,INDONESIA,,26,5,
370,10006402687,YANG Jing,PEOPLE'S REPUBLIC OF CHINA,,24,5,
370,10006472207,ALMANSORY Ahmed,UNITED ARAB EMIRATES,,24,5,
370,10006521616,BAASANKHUU Myagmarsuren,MONGOLIA,,23,5,
370,10006547884,FORTIN Filippo,ITALY,BAR,25,5,
370,10007680865,EKO WAHYUDI Nandra,INDONESIA,,22,5,
370,10007741590,LIM Jae Yeon,KOREA,,23,5,
370,10007864155,DEBESAY Mekseb,ERITREA,BAI,23,5,
370,10008635206,PORTER Elliott,GREAT BRITAIN,RCJ,23,5,
370,10008709873,WOHLER Alex,AUSTRALIA,BFL,22,5,
370,10008748572,ITURRIA SEGUROLA Mikel,SPAIN,EUK,22,5,
