Rank,Name,Team Code,Nationality,Points
67,LVIV CYCLING TEAM,LCT,UKRAINE,342
68,ALECTO CYCLINGTEAM,ALE,NETHERLANDS,321
69,RADIO POPULAR - BOAVISTA,RPB,PORTUGAL,321
70,TEAM COOP,TCO,NORWAY,319
71,TEAM LOTTO - KERN HAUS,LKH,GERMANY,315
72,RIBBLE PRO CYCLING,RPC,GREAT BRITAIN,"306,34"
73,CIBEL,CIB,BELGIUM,299
74,HUROM BDC DEVELOPMENT,THU,POLAND,294
75,JOKER FUEL OF NORWAY,JFN,NORWAY,287
76,TEAM DIFFERDANGE GEBA,CCD,LUXEMBOURG,276
77,BIESSE CARRERA,BIC,ITALY,269
78,PANNON CYCLING TEAM,PNN,HUNGARY,248
79,TEAM COLPACK,CPK,ITALY,247
80,FEREI PRO CYCLING TEAM,FCT,UKRAINE,237
81,HRINKOW ADVARICS CYCLEANG,HAC,AUSTRIA,222
82,AVILUDO - LOULETANO,AVL,PORTUGAL,214
83,TEAM WAOO,WAO,DENMARK,209
84,TEAM FELBERMAYR SIMPLON WELS,RSW,AUSTRIA,207
85,WALLONIE - BRUXELLES DEVELOPMENT TEAM,WBD,BELGIUM,"197,67"
86,HERRMANN RADTEAM,HRR,GERMANY,169
87,SWIFTCARBON PRO CYCLING,SCB,GREAT BRITAIN,162
88,TEAM DAUNER | AKKON,TDA,GERMANY,146
89,HEIZOMAT RAD - NET.DE,HRN,GERMANY,145
90,P & S METALLTECHNIK,PUS,GERMANY,139
91,VITUS PRO CYCLING  P / B BROTHER UK,VIT,GREAT BRITAIN,138
92,VITO - FEIRENSE - PNB,CDF,PORTUGAL,132
93,ISEO SERRATURE - RIME - CARNOVALI,IRC,ITALY,128
94,MADISON GENESIS,MGT,GREAT BRITAIN,120
95,TUFO – PARDUS PROSTEJOV,SKC,CZECH REPUBLIC,108
96,AC SPARTA PRAHA,ACS,CZECH REPUBLIC,105
97,TEAM NOVAK,TNV,ROMANIA,90
98,D'AMICO UM TOOLS,AZT,ITALY,82
99,UD OLIVEIRENSE / INOUTBUILD,UIO,PORTUGAL,"58,67"
100,BELTRAMITSA HOPPLA' PETROLI FIRENZE,BHP,ITALY,57
101,TEAM SAUERLAND NRW P / B SKS GERMANY,SVL,GERMANY,47
102,LKT TEAM BRANDENBURG,LKT,GERMANY,45
103,VLASMAN CT,VLA,NETHERLANDS,29
104,MERIDIANA KAMEN TEAM,MKT,CROATIA,29
105,MIRANDA -  MORTÁGUA,MIR,PORTUGAL,20
106,PAUWELS SAUZEN – BINGOAL,PSB,BELGIUM,14
107,L. A. ALUMINIOS / L. A. SPORT,LAA,PORTUGAL,"12,67"
108,SPORT.LAND. NIEDERÖSTERREICH SELLE SMP - ST. RICH,CTN,AUSTRIA,10
