Rank,Name,Team Code,Nationality,Points
97,GIANT ASIA RACING TEAM,GNT,CHINESE TAIPEI,30
98,AC SPARTA PRAHA,ASP,CZECH REPUBLIC,28
99,OBRAZI DELO REVIJE,ODR,SLOVENIA,28
100,KOLSS CYCLING TEAM,KLS,UKRAINE,23
101,ORBEA,ORB,SPAIN,22
102,TEAM KUOTA - INDELAND,TRS,GERMANY,22
103,TABRIZ PETROCHEMICAL CYCLING TEAM,TPT,ISLAMIC REPUBLIC OF IRAN,20
104,DRAPAC PORSCHE CYCLING,DPC,AUSTRALIA,18
105,TEAM RALEIGH,RAL,GREAT BRITAIN,18
106,SUNWEB - REVOR,SUN,BELGIUM,16
107,TEAM ENERGI FYN,TEF,DENMARK,12
108,TEAM WORLDOFBIKE.GR,WOB,GREECE,10
109,ROMET WELTOUR DEBICA,RWD,POLAND,6
110,GEUMSAN GINSENG ASIA,GGA,KOREA,5
