Rank,Name,Team Code,Nationality,Points
100,FIREFIGHTERS UPSALA CK,FFT,SWEDEN,59
101,TEAM NOVO NORDISK,TNN,UNITED STATES OF AMERICA,47
102,TEAM SPAREBANKEN SOR,TSS,NORWAY,46
103,JOSAN - TO WIN CYCLING TEAM,JTW,BELGIUM,45
104,WSA-GREENLIFE,WSA,AUSTRIA,42
105,GEBRÜDER WEISS - OBERNDORFER,GWO,AUSTRIA,40
106,AMORE & VITA - SELLE SMP,AMO,UKRAINE,38
107,NANKANG - FONDRIEST,CEF,ITALY,36
108,GIORDANA RACING TEAM,VGR,GREAT BRITAIN,33
109,TEAM DUKLA PRAHA,ADP,CZECH REPUBLIC,32
110,ALPHA BALTIC - UNITYMARATHONS.COM,ALB,LATVIA,29
111,BISSELL DEVELOPMENT TEAM,BDT,UNITED STATES OF AMERICA,27
112,HINCAPIE SPORTSWEAR DEVELOPMENT TEAM,HSD,UNITED STATES OF AMERICA,19
113,GANSU SPORTS LOTTERY QUICK CYCLING TEAM,GTQ,PEOPLE'S REPUBLIC OF CHINA,18
114,JELLY BELLY P/B MAXXIS,JBC,UNITED STATES OF AMERICA,16
114,KEITH MOBEL - PARTIZAN,KMP,SERBIA,16
116,VINO 4EVER,V4E,KAZAKHSTAN,14
117,TEAM HEIZOMAT,THF,GERMANY,10
117,TEAM DESIGNA KOKKEN - KNUDSGAARD,DKK,DENMARK,10
117,TEAM UKYO,UKO,JAPAN,10
120,SUNWEB - NAPOLEON GAMES CYCLING TEAM,SUN,BELGIUM,9
121,TEAM SMARTSTOP,SSC,UNITED STATES OF AMERICA,8
122,T.PALM - PÔLE CONTINENTAL WALLON,PCW,BELGIUM,6
122,FROY - BIANCHI,FRB,NORWAY,6
124,MLP TEAM BERGSTRASSE,TBJ,GERMANY,5
125,RTS-SANTIC RACING TEAM,RTS,CHINESE TAIPEI,2
125,SHIMANO RACING TEAM,SMN,JAPAN,2
125,OPTUM P/B KELLY BENEFIT STRATEGIES,OPM,UNITED STATES OF AMERICA,2
125,CCN CYCLING TEAM,CCN,BRUNEI DARUSSALAM,2
125,GARNEAU - QUÉBECOR,GQC,CANADA,2
125,BUENOS AIRES PROVINCIA,BAP,ARGENTINA,2
125,TEAM KUOTA,TKG,GERMANY,2
